Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),17:00,21:15,04h 15m,699,33,4.1,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,20:15,03h 15m,665,30,4,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Gola Bus Service,Bharat Benz A/C Seater /Sleeper (2+1),17:40,20:10,02h 30m,999,30,4.4,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),18:00,21:15,03h 15m,665,28,4,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:00,21:15,02h 15m,799,27,3.6,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,00:30,02h 00m,399,20,3.6,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),15:05,17:35,02h 30m,648,28,2.7,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Amar Travels (Agra),NON A/C Sleeper (2+1),17:30,20:45,03h 15m,600,23,2.1,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Sanjay Travels,AC Sleeper (2+1),19:15,22:31,03h 16m,1200,30,2.8,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
The Abha Travels,A/C Seater / Sleeper (2+1),19:45,23:15,03h 30m,2799,21,2.8,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Ambika Tour and Travels,NON AC Seater / Sleeper 2+1,21:50,01:10,03h 20m,1000,42,2.4,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Ambika Tour and Travels,NON AC Seater / Sleeper 2+1,22:00,01:10,03h 10m,2000,42,2.4,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,05:00,06h 33m,400,17,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
IntrCity SmartBus,AC Sleeper (2+1),22:50,05:45,06h 55m,442,19,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,06:00,07h 15m,427,18,4.7,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
AdArmaan Tour & Travels,A/C Seater / Sleeper (2+1),22:50,06:00,07h 10m,474,21,2.9,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,06:00,06h 05m,336,33,4.5,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:40,05:40,06h 00m,380,20,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:40,05:40,06h 00m,318,25,4.7,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
NueGo,Electric A/C Seater (2+2),23:15,05:05,05h 50m,396,30,3.7,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:25,05:20,05h 55m,499,30,4.1,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
NueGo,Electric A/C Seater (2+2),18:00,23:50,05h 50m,380,32,3.4,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Kingfisher Busline Pvt Ltd,Volvo A/C Multi-Axle Semi Sleeper (2+2),15:25,22:00,06h 35m,2999,49,0,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:30,05:20,05h 50m,499,33,3.9,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
New Navyug Travels,A/C Sleeper (2+1),23:00,05:30,06h 30m,675,29,3.8,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,419,32,4.4,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,06:10,06h 20m,406,31,3.8,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06:05,06h 07m,549,29,3.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:58,06:50,06h 52m,499,38,3.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
NueGo,Electric A/C Seater (2+2),00:05,05:55,05h 50m,380,39,3.2,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:57,06:50,06h 53m,449,34,2.5,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:59,06:30,06h 31m,399,32,2.4,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06:20,06h 22m,599,33,3.2,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Classic Travels,A/C Seater / Sleeper (2+2),23:55,06:55,07h 00m,389,28,2.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Kedara Bus,A/C Seater / Sleeper (2+1),23:35,05:15,05h 40m,1099,36,4.5,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Classic Travels,A/C Seater / Sleeper (2+2),23:30,06:30,07h 00m,389,38,2.4,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05:15,05h 20m,399,27,4,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:59,05:55,05h 56m,554,45,4.3,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
MM Travels,A/C Seater / Sleeper (2+2),22:30,06:00,07h 30m,349,40,1.5,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:40,05:10,05h 30m,550,38,2.1,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:44,05:40,05h 56m,600,20,4.3,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:50,01:30,07h 40m,648,33,2.2,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Travel Point,A/C Seater / Sleeper (2+2),23:25,05:20,05h 55m,949,50,3.5,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Khurana Bus Service,Volvo A/C (2+2),20:35,03:40,07h 05m,600,37,3.1,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Vaishnoyatra services pvt ltd,A/C Seater / Sleeper (2+2),23:30,06:30,07h 00m,550,50,2.9,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
Yolo Bus,VE A/C Seater / Sleeper (2+1),23:30,05:24,05h 54m,540,17,4.7,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,05:00,06h 40m,646,18,4.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,06:40,07h 00m,688,26,4.3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
AdCity Land Travels,A/C Seater/Sleeper (2+1),23:15,05:50,06h 35m,488,31,4.8,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:45,05:15,07h 30m,493,23,4.5,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,06:00,07h 15m,569,19,4.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,06:10,06h 40m,684,21,4.2,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:55,05:10,06h 15m,449,23,4.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:05,04:55,06h 50m,481,16,4.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,02:55,06h 25m,636,25,4.7,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:30,04:55,07h 25m,511,20,4.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:15,04:45,08h 30m,431,20,4.1,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Zingbus Plus,Scania A/C Semi Sleeper (2+2),23:05,04:50,05h 45m,467,12,4.4,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Laxmi holidays,VE A/C Sleeper (2+1),23:00,06:00,07h 00m,684,26,4.3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Yolo Bus,VE A/C Seater / Sleeper (2+1),22:31,05:01,06h 30m,450,22,4.1,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:45,04:20,07h 35m,503,21,4.5,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,06:10,08h 40m,510,19,4.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:40,04:46,06h 06m,599,26,3.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:58,05:20,06h 22m,499,37,3.9,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
NueGo,Electric A/C Seater (2+2),18:00,00:25,06h 25m,428,28,3.3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Banjara Satguru Travels,A/C Seater / Sleeper (2+1),22:40,04:46,06h 06m,629,38,3.3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,05:06,06h 16m,599,26,4,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
NueGo,Electric A/C Seater (2+2),23:50,06:15,06h 25m,428,28,3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15,05:45,07h 30m,521,25,3.7,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
New Navyug Travels,A/C Sleeper (2+1),22:45,04:30,05h 45m,775,17,3.5,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:00,05:45,06h 45m,421,27,4.3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:50,04:46,05h 56m,699,12,4,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
NueGo,Electric A/C Seater (2+2),23:00,05:25,06h 25m,428,28,2.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:30,06:05,07h 35m,676,19,4,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Banjara Satguru Travels,A/C Seater / Sleeper (2+2),22:40,04:46,06h 06m,629,39,3.3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:35,05:05,05h 30m,496,31,3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),23:40,05:00,05h 20m,686,47,2.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Banjara Satguru Travels,A/C Seater / Sleeper (2+2),22:50,04:50,06h 00m,539,31,3.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,06:10,08h 10m,673,11,3.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
NueGo,Electric A/C Seater/Sleeper (2+1),22:00,04:40,06h 40m,380,14,2.7,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Classic Travels,A/C Seater / Sleeper (2+2),21:00,04:00,07h 00m,619,20,2.2,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
FlixBus,A/C Sleeper (2+1),22:30,05:25,06h 55m,657,7,5,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Goel Tourist (Regd),A/C Seater / Sleeper (2+2),21:20,03:00,05h 40m,821,44,3.4,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
K.S Travels,A/C Semi Sleeper / Sleeper (2+2),23:00,05:45,06h 45m,800,38,3.3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
New National Travels,A/C Seater / Sleeper (2+2),23:00,05:00,06h 00m,539,34,2.9,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Zingbus Plus,A/C Sleeper (2+1),22:00,04:05,06h 05m,728,22,4.7,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
FlixBus,A/C Sleeper (2+1),21:00,04:15,07h 15m,699,8,3.9,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
FlixBus,A/C Sleeper (2+1),18:30,01:45,07h 15m,565,10,3.4,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
NEW KING BUS SERVICE,A/C Seater / Sleeper (2+2),22:50,04:35,05h 45m,599,26,3.3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
RK Holiday,A/C Seater / Sleeper (2+2),23:10,05:00,05h 50m,1139,29,2.8,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:25,04:00,05h 35m,799,31,3.3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,04:00,05h 20m,647,32,2.8,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Maheshwaram Travels,A/C Seater / Sleeper (2+2),21:00,04:00,07h 00m,666,33,2,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),23:00,06:00,07h 00m,700,18,3.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
CALL2TRIP,A/C Seater / Sleeper (2+2),22:40,04:40,06h 00m,719,44,2.8,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
VIKAS TRAVELS ®,A/C Seater/Sleeper (2+1),21:55,05:00,07h 05m,1904.76,44,3.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Everest Holidays,Volvo A/C Semi Sleeper (2+2),22:30,05:15,06h 45m,530,31,3.5,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Travel Point,A/C Seater / Sleeper (2+2),21:00,02:21,05h 21m,949,50,3.5,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Everest Holidays,Volvo A/C Semi Sleeper (2+2),22:45,05:15,06h 30m,1305,31,3.5,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:40,04:00,05h 20m,500,21,3.3,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Vaishnoyatra services pvt ltd,A/C Seater / Sleeper (2+2),22:00,05:30,07h 30m,549,50,2.9,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
Travel Point World LLP,A/C Seater / Sleeper (2+2),22:15,04:00,05h 45m,664,28,1.6,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:35,03:25,08h 50m,954,27,4.3,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:30,02:49,07h 19m,954,35,4.4,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),20:20,04:50,08h 30m,954,36,4,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:20,06:30,07h 10m,318,21,4.7,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:20,04:45,07h 25m,420,24,4.5,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:40,06:20,07h 40m,465,29,4.4,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Yolo Bus,VE A/C Seater / Sleeper (2+1),21:37,05:00,07h 23m,400,18,4.6,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:55,06:00,07h 05m,318,33,4.7,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:35,07:00,07h 25m,570,27,4.5,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:40,06:20,06h 40m,599,33,4.1,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
IntrCity SmartBus,AC Sleeper (2+1),21:55,05:45,07h 50m,442,19,4.3,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,06:45,07h 00m,375,20,4.6,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Kingfisher Busline Pvt Ltd,Volvo A/C Multi-Axle Semi Sleeper (2+2),20:10,02:50,06h 40m,2999,49,0,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Kingfisher Busline Pvt Ltd,Volvo A/C Multi-Axle Semi Sleeper (2+2),14:50,22:00,07h 10m,2999,49,0,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
New Navyug Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,675,29,4.5,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:55,06:00,08h 05m,427,18,4.6,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:35,06:00,07h 25m,419,32,4.5,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:40,05:20,06h 40m,499,33,4.2,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,05:40,07h 05m,416,21,4.9,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:40,06h 55m,318,25,4.1,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,06:10,07h 05m,406,31,4.4,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:45,05:20,06h 35m,499,50,2.7,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:55,06:50,06h 55m,449,34,2,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),23:45,06:30,06h 45m,700,35,4.7,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:25,06:25,07h 00m,443,29,4.5,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:55,06:50,06h 55m,499,38,3.6,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:47,06:05,06h 18m,549,29,3.6,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:55,05:55,06h 00m,554,45,3.8,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Kedara Bus,A/C Seater / Sleeper (2+1),23:00,05:15,06h 15m,1099,36,4.7,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),16:40,01:30,08h 50m,925,38,2.9,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:57,06:30,06h 33m,399,32,2.3,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:40,05:40,06h 00m,600,20,3.8,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:55,05:10,06h 15m,550,38,3.7,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:35,05:15,05h 40m,399,28,3.7,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),19:20,02:45,07h 25m,900,53,3.7,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),19:40,02:25,06h 45m,1000,53,3.7,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
SHREE SATGURU TRAVELS,A/C Seater / Sleeper (2+2),23:58,06:00,06h 02m,499,38,2.7,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
Armaan Tour & Travels,A/C Seater / Sleeper (2+1),21:45,06:00,08h 15m,719,48,2.4,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Phagwara to Delhi
PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:10,03:25,09h 15m,1007,27,4.1,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:10,03:50,08h 40m,1007,35,4.2,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:10,06:30,07h 20m,318,19,4.8,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:05,04:45,07h 40m,420,24,4.5,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:30,05:40,07h 10m,318,25,4.6,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
AdNew Navyug Travels,A/C Sleeper (2+1),21:50,05:30,07h 40m,675,29,4.1,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
Yolo Bus,VE A/C Seater / Sleeper (2+1),23:26,06:28,07h 02m,400,23,4.5,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
Yolo Bus,VE A/C Seater / Sleeper (2+1),21:11,05:00,07h 49m,400,16,4.4,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
IntrCity SmartBus,AC Sleeper (2+1),21:30,05:45,08h 15m,442,18,4.5,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,06:00,07h 15m,336,33,4.5,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
